0;0;21 
0;1;24 
0;5;4 
0;6;13 
0;17;0 
0;18;27 
0;64;34 
0;73;26 
0;74;43 
0;88;48 
0;101;28 
0;103;43 
0;146;34 
0;148;3 
0;166;29 
0;177;13 
0;178;36 
0;215;26 
0;218;17 
0;221;39 
0;222;28 
0;223;44 
0;226;23 
0;238;19 
0;248;14 
0;250;0 
0;266;5 
0;268;19 
0;283;2 
0;297;39 
0;309;0 
0;313;22 
0;316;23 
0;368;36 
0;377;33 
0;380;5 
0;459;44 
0;498;39 
0;560;21 
0;581;6 
0;734;18 
1;1;1 
2;2;33 
2;3;39 
2;4;16 
2;5;11 
2;6;3 
2;13;46 
2;54;41 
2;55;12 
2;56;9 
2;57;29 
2;58;24 
2;59;5 
2;63;31 
2;64;1 
2;86;11 
2;89;48 
2;96;41 
2;102;41 
2;107;43 
2;131;3 
2;132;34 
2;137;46 
2;138;32 
2;140;2 
2;158;40 
2;160;10 
2;162;22 
2;174;7 
2;192;14 
2;193;40 
2;194;31 
2;195;42 
2;208;12 
2;211;34 
2;238;28 
2;249;18 
2;252;32 
2;271;0 
2;273;22 
2;281;31 
2;283;41 
2;285;16 
2;286;48 
2;300;38 
2;305;26 
2;308;0 
2;323;22 
2;333;45 
2;405;4 
2;408;43 
2;409;10 
2;411;14 
2;412;28 
2;434;33 
2;481;5 
2;489;31 
2;506;18 
2;516;40 
2;517;33 
2;520;38 
2;546;40 
2;571;46 
2;586;35 
2;587;48 
2;612;15 
2;665;1 
2;685;38 
2;698;5 
2;738;0 
2;803;41 
2;809;31 
2;812;13 
2;826;42 
2;832;27 
2;845;1 
2;859;42 
2;865;36 
2;880;41 
2;886;6 
2;896;36 
2;899;32 
2;971;47 
2;990;10 
2;1001;13 
3;2;3 
3;3;41 
3;4;25 
3;6;24 
3;46;13 
3;56;13 
3;57;32 
3;58;32 
3;59;31 
3;62;46 
3;63;27 
3;89;12 
3;102;14 
3;107;29 
3;128;19 
3;137;38 
3;158;7 
3;174;23 
3;175;15 
3;183;41 
3;192;29 
3;193;33 
3;194;43 
3;195;31 
3;208;30 
3;210;23 
3;211;36 
3;236;6 
3;239;5 
3;252;14 
3;256;16 
3;271;19 
3;281;11 
3;286;22 
3;303;41 
3;323;15 
3;371;47 
3;405;2 
3;408;47 
3;411;1 
3;412;8 
3;434;32 
3;473;1 
3;520;12 
3;571;41 
3;601;48 
3;665;30 
3;685;26 
3;812;7 
3;832;38 
3;845;19 
3;859;39 
3;880;45 
3;971;3 
3;990;33 
3;1001;18 
4;2;15 
4;3;38 
4;4;20 
4;6;48 
4;13;33 
4;54;30 
4;55;9 
4;56;36 
4;57;31 
4;58;32 
4;59;38 
4;62;21 
4;63;22 
4;81;3 
4;82;26 
4;89;18 
4;96;21 
4;102;46 
4;107;17 
4;114;42 
4;121;37 
4;126;28 
4;131;10 
4;137;38 
4;138;7 
4;142;19 
4;145;9 
4;158;34 
4;160;10 
4;162;28 
4;166;19 
4;169;12 
4;170;28 
4;174;11 
4;183;12 
4;192;2 
4;193;10 
4;194;10 
4;195;22 
4;208;29 
4;211;26 
4;239;38 
4;252;6 
4;256;10 
4;271;18 
4;281;12 
4;282;33 
4;283;18 
4;285;15 
4;286;19 
4;301;23 
4;305;1 
4;323;5 
4;360;29 
4;405;30 
4;408;34 
4;411;27 
4;412;12 
4;424;0 
4;425;25 
4;430;34 
4;434;5 
4;481;48 
4;520;24 
4;532;10 
4;533;44 
4;552;0 
4;571;4 
4;586;35 
4;587;5 
4;612;6 
4;625;15 
4;665;6 
4;685;46 
4;698;33 
4;712;22 
4;738;17 
4;803;13 
4;809;15 
4;812;10 
4;826;45 
4;832;27 
4;845;47 
4;859;2 
4;880;42 
4;896;22 
4;971;8 
4;990;11 
4;1001;26 
5;0;6 
5;2;48 
5;5;18 
5;6;42 
5;7;33 
5;11;34 
5;21;45 
5;24;29 
5;29;27 
5;34;7 
5;35;45 
5;41;34 
5;42;26 
5;47;45 
5;53;11 
5;55;11 
5;57;40 
5;58;47 
5;59;12 
5;63;35 
5;64;32 
5;74;23 
5;76;8 
5;82;13 
5;89;5 
5;96;4 
5;97;33 
5;99;16 
5;100;22 
5;105;45 
5;106;7 
5;115;37 
5;117;30 
5;120;9 
5;125;18 
5;128;13 
5;132;18 
5;133;42 
5;134;25 
5;135;18 
5;140;13 
5;141;41 
5;154;47 
5;157;3 
5;169;35 
5;170;0 
5;171;43 
5;183;4 
5;184;32 
5;189;37 
5;191;1 
5;192;13 
5;194;1 
5;195;10 
5;198;24 
5;201;9 
5;207;30 
5;209;4 
5;211;45 
5;215;17 
5;218;23 
5;230;9 
5;232;22 
5;235;15 
5;236;7 
5;237;9 
5;242;39 
5;243;27 
5;249;1 
5;252;33 
5;255;22 
5;261;28 
5;269;49 
5;271;24 
5;272;47 
5;279;16 
5;281;40 
5;283;49 
5;284;27 
5;285;26 
5;286;26 
5;291;19 
5;302;38 
5;303;26 
5;305;38 
5;306;21 
5;308;16 
5;309;25 
5;312;9 
5;318;39 
5;323;36 
5;325;15 
5;327;11 
5;333;43 
5;337;47 
5;346;2 
5;357;26 
5;362;17 
5;375;23 
5;379;35 
5;405;34 
5;408;19 
5;411;12 
5;417;46 
5;420;28 
5;423;23 
5;430;45 
5;437;33 
5;440;9 
5;445;5 
5;450;5 
5;455;10 
5;458;41 
5;462;31 
5;464;31 
5;466;3 
5;469;32 
5;481;17 
5;489;8 
5;492;22 
5;495;34 
5;496;12 
5;511;11 
5;516;33 
5;517;32 
5;527;34 
5;528;9 
5;557;47 
5;572;25 
5;581;48 
5;611;26 
5;644;25 
5;669;32 
5;690;37 
5;716;12 
5;718;16 
5;726;45 
5;728;45 
5;730;17 
5;738;37 
5;763;44 
5;789;35 
5;807;41 
5;809;16 
5;815;6 
5;820;27 
5;828;30 
5;833;5 
5;840;49 
5;859;44 
5;868;17 
5;900;15 
5;902;48 
5;931;1 
5;980;48 
5;990;34 
6;0;15 
6;2;38 
6;3;26 
6;4;43 
6;5;32 
6;6;13 
6;21;9 
6;54;19 
6;55;30 
6;56;28 
6;57;10 
6;58;35 
6;59;25 
6;63;1 
6;64;37 
6;79;19 
6;89;18 
6;96;46 
6;102;38 
6;126;23 
6;128;1 
6;132;41 
6;134;34 
6;137;24 
6;139;47 
6;140;24 
6;141;40 
6;149;18 
6;157;27 
6;168;15 
6;169;27 
6;170;15 
6;181;25 
6;183;26 
6;184;30 
6;191;28 
6;193;25 
6;194;38 
6;195;49 
6;204;17 
6;206;2 
6;211;35 
6;232;16 
6;234;47 
6;237;3 
6;252;23 
6;272;16 
6;275;33 
6;281;22 
6;284;34 
6;285;12 
6;290;30 
6;296;30 
6;299;12 
6;305;3 
6;308;35 
6;316;2 
6;323;7 
6;327;14 
6;337;0 
6;346;17 
6;349;30 
6;362;23 
6;375;17 
6;376;10 
6;377;33 
6;379;43 
6;389;44 
6;397;49 
6;408;46 
6;411;7 
6;412;13 
6;418;48 
6;426;6 
6;429;20 
6;430;17 
6;438;25 
6;440;48 
6;458;43 
6;473;15 
6;481;30 
6;486;43 
6;489;27 
6;515;29 
6;516;41 
6;517;22 
6;520;36 
6;528;20 
6;544;47 
6;549;36 
6;552;27 
6;562;11 
6;563;39 
6;571;21 
6;587;10 
6;644;0 
6;665;24 
6;667;32 
6;685;23 
6;738;13 
6;751;3 
6;826;2 
6;845;14 
6;859;19 
6;880;36 
6;921;20 
6;949;15 
6;994;49 
6;1001;5 
7;5;18 
7;7;5 
7;8;8 
7;11;21 
7;12;41 
7;19;0 
7;44;30 
7;62;16 
7;86;43 
7;112;4 
7;141;45 
7;161;28 
7;212;19 
7;213;46 
7;222;12 
7;246;8 
7;247;22 
7;249;29 
7;264;27 
7;324;7 
7;332;6 
7;358;20 
7;359;21 
7;360;29 
7;362;14 
7;365;14 
7;374;5 
7;406;17 
7;407;14 
7;420;30 
7;421;32 
7;430;2 
7;451;37 
7;452;6 
7;466;4 
7;498;18 
7;499;2 
7;500;9 
7;502;8 
7;504;23 
7;506;1 
7;510;13 
7;511;7 
7;525;14 
7;529;21 
7;537;10 
7;546;18 
7;555;10 
7;566;38 
7;569;17 
7;570;7 
7;573;26 
7;608;45 
7;661;48 
7;666;21 
7;672;21 
7;700;9 
7;707;22 
7;720;47 
7;754;38 
7;765;30 
7;823;26 
7;833;40 
7;856;2 
7;913;42 
7;922;3 
7;956;49 
8;7;35 
8;8;8 
8;9;19 
8;11;6 
8;12;25 
8;44;3 
8;86;6 
8;141;40 
8;160;30 
8;213;16 
8;301;32 
8;358;13 
8;441;44 
8;466;21 
8;498;0 
8;499;14 
8;504;31 
8;510;49 
8;525;11 
8;566;37 
8;569;46 
8;570;5 
8;573;44 
8;661;43 
8;672;33 
8;823;25 
8;856;8 
8;950;44 
9;8;18 
9;9;37 
9;19;3 
9;44;7 
9;213;39 
9;264;5 
9;265;23 
9;266;3 
9;332;13 
9;358;18 
9;359;48 
9;406;34 
9;421;41 
9;452;45 
9;498;15 
9;499;15 
9;500;25 
9;502;15 
9;506;47 
9;529;48 
9;558;27 
9;565;43 
9;569;48 
9;573;47 
9;661;26 
9;674;11 
9;699;12 
9;707;33 
9;720;14 
9;754;36 
9;765;46 
9;823;42 
9;957;47 
10;11;41 
10;13;29 
10;20;39 
10;21;26 
10;25;31 
10;36;37 
10;64;43 
10;69;37 
10;82;32 
10;86;12 
10;96;18 
10;105;10 
10;121;1 
10;134;29 
10;143;13 
10;173;1 
10;256;3 
10;260;39 
10;282;29 
10;306;46 
10;324;10 
10;325;44 
10;326;12 
10;327;28 
10;329;30 
10;339;28 
10;340;43 
10;366;33 
10;405;17 
10;434;10 
10;508;49 
10;535;45 
10;728;46 
10;777;38 
11;7;47 
11;8;5 
11;10;47 
11;11;15 
11;12;30 
11;20;12 
11;21;8 
11;22;29 
11;44;1 
11;64;7 
11;90;9 
11;91;3 
11;92;8 
11;106;33 
11;128;28 
11;129;45 
11;133;40 
11;141;1 
11;159;29 
11;161;43 
11;183;28 
11;209;30 
11;211;29 
11;213;22 
11;233;33 
11;240;2 
11;247;31 
11;265;15 
11;266;46 
11;270;14 
11;293;40 
11;300;12 
11;324;24 
11;327;2 
11;358;39 
11;359;25 
11;360;31 
11;362;29 
11;365;11 
11;400;8 
11;406;34 
11;420;43 
11;421;36 
11;430;29 
11;434;27 
11;441;35 
11;452;18 
11;466;18 
11;496;38 
11;498;31 
11;502;31 
11;504;32 
11;506;39 
11;518;31 
11;525;19 
11;529;20 
11;530;9 
11;555;25 
11;566;10 
11;573;30 
11;602;46 
11;608;44 
11;611;36 
11;621;1 
11;661;19 
11;666;15 
11;699;26 
11;700;34 
11;720;45 
11;754;30 
11;804;47 
11;956;4 
12;7;22 
12;8;4 
12;11;45 
12;12;24 
12;13;40 
12;14;30 
12;19;25 
12;44;49 
12;62;24 
12;82;26 
12;86;16 
12;121;35 
12;141;6 
12;160;38 
12;161;48 
12;183;31 
12;213;49 
12;247;46 
12;264;21 
12;265;4 
12;266;22 
12;267;29 
12;293;27 
12;358;39 
12;362;22 
12;365;44 
12;420;34 
12;430;12 
12;441;33 
12;452;0 
12;466;8 
12;498;14 
12;510;13 
12;560;6 
12;565;29 
12;569;13 
12;570;45 
12;573;12 
12;638;30 
12;661;32 
12;666;33 
12;674;6 
12;681;33 
12;700;18 
12;707;48 
12;739;13 
12;823;8 
12;856;41 
12;957;41 
12;996;9 
13;2;3 
13;4;48 
